stock intc,100
aapl,55
msft,40
intel,35
intc dividend,30
intc quote,25
intc price,25
goog,25
fb,25
bac,20
yahoo intc,20
intc stock price,20
csco,15
amd,15
ge,15
aapl stock,15
qcom,10
intc news,10
intc stock quote,10
ibm,10
hpq,10
intc after hours,10
nok,10
ko,5
amzn,5
