cyber monday 2008,Breakout
black friday 2008,Breakout
mccain negative ads,Breakout
black friday 2009,Breakout
2008 superbowl ads,+4,300%
mccain ads,+3,550%
obama ads,+2,050%
john mccain ads,+2,050%
myspace superbowl ads,+1,950%
gossip girl ads,+1,750%
obama campaign ads,+1,300%
ksl.com classified ads,+1,200%
obama attack ads,+1,150%
barack obama ads,+900%
obama tv ads,+750%
political ads 2008,+650%
new microsoft ads,+500%
cybermonday ads,+500%
freecreditreport.com ads,+450%
meijer.com weekly ads,+400%
cyber monday,+400%
cyber monday ads,+400%
blackfriday.com,+350%
publix.com ads,+300%
superbowl 42 ads,+300%
