obama acceptance speech,Breakout
obama press conference,Breakout
daylight savings 2008,Breakout
obama birth certificate,Breakout
nov 2008,+2,550%
prop 8,+1,950%
obama speech,+1,950%
nov 11 2008,+1,500%
nov 2008 calendar,+700%
where to vote,+600%
nov 11 holiday,+170%
election day,+110%
nov 22,+80%
nov 11th holiday,+80%
bcs standings,+70%
election results,+70%
nov stock,+60%
nov stock price,+50%
