cfn locations,100
cfn fuel,65
cfn scout,60
espn,30
cfn gas station,15
cfn services,15
cfn fuel locations,15
cfn gas stations,15
cfn fearless predictions,10
cfna,10
cfn 13,10
cfn stock,5
cfn boston,5
tigernet,0
