stock sbux,100
starbucks,75
sbux benefits,35
aapl,25
sbux quote,25
sbux stock price,15
sbux benefits website,15
my sbux benefits,10
siri,5
amzn,5
sbu,5
apple stock,5
dow jones,5
aapl stock quote,0
